Name,Price,Release Date,Publisher,Developer,PerPosRev30,TNR30,PerPosRevAT,TNRAT,Genre,Storage,Mac,Windows,SteamLinux,MacWindow,MacSteam,WindowSteam,All,AvgNRAT,AvgNR30,AvgPrice
Star Renegades,24.99,9/8/2020,"Raw Fury,","Massive Damage, Inc.,",81,22,84,1475,Roguelike,5,0,1,0,0,0,0,0,6308.1,88.43333333,20.75666667
Valve Index® Replacement Left Controller,149.00,6/28/2019,N/A,N/A,0,0,0,0,N/A,0,0,0,0,0,0,0,0,1.719557196,0.070110701,30.50527675
METAL GEAR RISING: REVENGEANCE,29.99,1/9/2014,"Konami Digital Entertainment,","PlatinumGames,",93,383,93,18612,Great,25,0,1,0,0,0,0,0,21625.84211,362.1578947,22.14789474
The Last Spell,19.99,6/3/2021,"The Arcade Crew, Gamera Game,","Ishtar Games,",86,195,91,3703,Early,2,0,1,0,0,0,0,0,2148.634615,61.64423077,23.27759615
Destroy All Humans!,9.99,7/28/2020,"THQ Nordic,","Black Forest Games, Pandemic Studios,",89,500,94,5840,Action,19,0,1,0,0,0,0,0,3264.582596,57.48230088,45.25634218
TerraTech,29.99,8/10/2018,"Payload Studios,","Payload Studios,",88,232,91,12346,Building,1,1,1,1,1,1,1,1,14549.76923,218,43.59153846
PIGGY: Hunt,4.99,10/14/2021,"Shaggy Doge,","Shaggy Doge,",0,0,92,127,Early,0.5,0,1,0,0,0,0,0,2148.634615,61.64423077,23.27759615
SHENZHEN I/O,14.99,11/17/2016,"Zachtronics,","Zachtronics,",96,25,96,2527,Programming,0.45,1,1,1,1,1,1,1,1966.125,12.25,18.11375
WRC 1N/A FIA World Rally Championship,29.99,9/2/2021,"Nacon,","KT Racing,",70,77,71,322,Racing,0,0,1,0,0,0,0,0,4392.66055,184.4678899,30.58091743
Monster Prom 2: Monster Camp,19.99,10/23/2020,"Beautiful Glitch,","Beautiful Glitch,",97,42,98,2872,Dating,1,1,1,1,1,1,1,1,2009.5,20.375,15.24
Assassin’s Creed® Brotherhood,19.99,3/22/2011,"Ubisoft,","Ubisoft Montreal,",92,159,89,12355,Action,0,0,1,0,0,0,0,0,3264.582596,57.48230088,45.25634218
Kindergarten 2,14.99,7/30/2019,"SmashGames,","Con Man Games, SmashGames,",98,56,97,1953,Adventure,0.3,1,1,1,1,1,1,1,1660.002024,30.6437247,53.61291498
Emily is Away <3,14.99,4/16/2021,"Kyle Seeley,","Kyle Seeley,",94,91,94,2526,Choices,100,1,1,0,1,0,0,0,4086.222222,200.2777778,36.98666667
Night of the Dead,24.99,8/28/2020,"jacktostudios,","jacktostudios,",79,104,81,4975,Early,16,0,1,0,0,0,0,0,2148.634615,61.64423077,23.27759615
"Honey, I Joined a Cult",19.99,9/14/2021,"Team17,","Sole Survivor Games,",0,0,80,370,Early,0.45,0,1,0,0,0,0,0,2148.634615,61.64423077,23.27759615
Injustice: Gods Among Us Ultimate Edition,19.99,11/12/2013,"Warner Bros. Interactive Entertainment,","NetherRealm Studios, High Voltage Software,",89,78,86,8372,Fighting,21,0,1,0,0,0,0,0,10982.21739,220.2173913,41.51173913
Voidigo,19.99,2/25/2021,"semiwork,","semiwork,",99,104,99,363,Early,1,0,1,0,0,0,0,0,2148.634615,61.64423077,23.27759615
Mini Metro,44.99,11/6/2015,"Dinosaur Polo Club,","Dinosaur Polo Club,",95,102,96,8195,Strategy,0.35,1,1,1,1,1,1,1,4109.025381,81.53553299,41.05142132
ADOM (Ancient Domains Of Mystery),14.99,11/16/2015,"Assemble Entertainment,","Thomas Biskup, Jochen Terstiege, Zeno Rogue, Krzysztof Dycha, Lucas Dieguez,",0,0,88,934,CRPG,1,1,1,1,1,1,1,1,1140.090909,278.9090909,21.80818182
Dead Space™ 2,39.99,1/25/2011,"Electronic Arts,","Visceral Games,",95,309,94,13960,Horror,0,0,1,0,0,0,0,0,9720.064,250.024,25.10824
Mutant Football League,0.00,10/31/2017,"Digital Dreams Entertainment LLC,","Digital Dreams Entertainment LLC,",0,0,94,469,Indie,6,0,1,0,0,0,0,0,802.9269841,12.4984127,25.0667619
The Riftbreaker - Soundtrack,9.99,10/14/2021,"EXOR Studios,","EXOR Studios,",0,0,0,0,N/A,0.11,0,1,0,0,0,0,0,1.719557196,0.070110701,30.50527675
Hotline Miami,9.99,10/23/2012,"Devolver Digital,","Dennaton Games,",96,488,97,55373,Great,0,1,1,1,1,1,1,1,21625.84211,362.1578947,22.14789474
HighFleet,14.99,7/27/2021,"MicroProse Software,","Konstantin Koshutin,",83,254,86,2289,Inventory,2,0,1,0,0,0,0,0,15380.5,369,17.49
Assetto Corsa Competizione,39.99,5/29/2019,"5N/A5 Games,","Kunos Simulazioni,",87,224,90,11263,Racing,50,0,1,0,0,0,0,0,4392.66055,184.4678899,30.58091743
HuniePop,9.99,1/19/2015,"HuniePot,","HuniePot,",94,152,96,21414,Nudity,1,1,1,1,1,1,1,1,1750.259259,15.18518519,25.24962963
FINAL FANTASY XII THE ZODIAC AGE,49.99,2/1/2018,"Square Enix,","Square Enix,",91,87,89,4387,RPG,50,0,1,0,0,0,0,0,4388.014535,70.58139535,41.3109593
Stronghold Crusader 2,59.99,9/22/2014,"FireFly Studios,","FireFly Studios,",68,112,70,7903,Strategy,4,0,1,0,0,0,0,0,4109.025381,81.53553299,41.05142132
Insurgency: Sandstorm - Deluxe Edition,39.99,9/28/2021,N/A,N/A,0,0,0,0,N/A,0,0,0,0,0,0,0,0,1.719557196,0.070110701,30.50527675
Bendy and the Ink Machine,39.99,2/10/2017,"Joey Drew Studios,","Joey Drew Studios,",93,165,89,7454,Horror,2,1,1,1,1,1,1,1,9720.064,250.024,25.10824
Job Simulator,24.99,4/5/2016,"Owlchemy Labs,","Owlchemy Labs,",84,38,90,2337,VR,1,0,1,0,0,0,0,0,3732.898305,67.79661017,29.26067797
Freeways,3.99,10/1/2017,"Captain Games,","Captain Games,",80,118,81,422,Simulation,30,1,1,0,1,0,0,0,2702.746479,57.28450704,36.66304225
Death Road to Canada,14.99,7/22/2016,"Rocketcat Games,","Rocketcat Games, Madgarden,",87,55,93,4901,Pixel,60,1,1,1,1,1,1,1,6145.181818,79.09090909,20.30818182
"Flashing Lights - Police, Firefighting, Emergency Services Simulator",19.99,6/7/2018,"Excalibur Games,","Nils Jakrins,",91,139,84,8835,Automobile,4,1,1,0,1,0,0,0,11350.69231,235.8461538,18.14384615
Doctor Who: The Edge of Reality,59.99,10/13/2021,"Maze Theory Ltd, Another Indie, Neon Doctrine,","Maze Theory Ltd, Just Add Water (Developments), Ltd.,",0,0,57,91,Action-Adventure,0,0,1,0,0,0,0,0,7481.111111,65.66666667,29.43444444
The Medium,154.95,1/1/2021,"Bloober Team SA , NA PUBLISHING INC.,","Bloober Team,",91,95,88,4282,Adventure,55,0,1,0,0,0,0,0,1660.002024,30.6437247,53.61291498
FOR HONOR™,39.99,2/14/2017,"Ubisoft,","Ubisoft Montreal, Ubisoft Quebec, Ubisoft Toronto, Blue Byte,",76,951,65,60968,Medieval,40,0,1,0,0,0,0,0,69091.42857,650.8571429,31.41857143
Battle Brothers,19.99,3/24/2017,"Overhype Studios,","Overhype Studios,",87,119,88,13371,Tactical,1.5,0,1,0,0,0,0,0,10045.66667,205.7777778,23.43166667
Derail Valley,29.99,1/25/2019,"Altfuture,","Altfuture,",94,53,93,1978,Early,12,0,1,0,0,0,0,0,2148.634615,61.64423077,23.27759615
EXAPUNKS,19.99,10/22/2018,"Zachtronics,","Zachtronics,",0,0,96,912,Programming,0.66,1,1,1,1,1,1,1,1966.125,12.25,18.11375
RPG Maker MV,9.99,10/23/2015,"Degica,","Gotcha Gotcha Games, KADOKAWA, Yoji Ojima,",93,81,92,4574,RPGMaker,1,1,1,1,1,1,1,1,3005.333333,43.66666667,10.32333333
RollerCoaster Tycoon® Classic,19.99,9/28/2017,"Atari,","Origin8 Technologies Ltd.,",87,16,87,1029,Simulation,0.36,1,1,0,1,0,0,0,2702.746479,57.28450704,36.66304225
Bot Wars,19.99,9/10/2021,"Big Play Games,","Frompy Games,",0,0,94,280,Early,2,0,1,0,0,0,0,0,2148.634615,61.64423077,23.27759615
Yu-Gi-Oh! Legacy of the Duelist : Link Evolution,19.99,3/24/2020,"Konami Digital Entertainment, Inc.,","Other Ocean Emeryville,",75,83,80,2019,Simulation,2,0,1,0,0,0,0,0,2702.746479,57.28450704,36.66304225
Plants vs. Zombies GOTY Edition,29.99,5/5/2009,"PopCap Games, Inc., Electronic Arts,","PopCap Games, Inc.,",97,1436,96,57162,Tower,0,1,1,0,1,0,0,0,5299.307692,139.2692308,25.49
Dungeonmans,4.99,12/9/2014,"Adventurepro Games LLC,","Adventurepro Games LLC,",91,12,90,729,Traditional,0.5,0,1,0,0,0,0,0,767.1428571,4.928571429,12.98785714
Company of Heroes 2,19.99,6/25/2013,N/A,N/A,0,0,0,0,N/A,0,0,0,0,0,0,0,0,1.719557196,0.070110701,30.50527675
QUAKE,19.99,6/22/1996,"Bethesda Softworks,","id Software, Nightdive Studios,",96,368,95,7198,FPS,0,0,1,0,0,0,0,0,25383.08537,530.8170732,72.07170732
Aseprite,34.99,2/22/2016,"Igara Studio,","David Capello,",10,208,99,6403,Pixel,40,1,1,1,1,1,1,1,6145.181818,79.09090909,20.30818182
Metro: Last Light Redux,69.99,8/26/2014,"Deep Silver,","4A Games,",96,604,88,41721,Post-apocalyptic,10,1,1,1,1,1,1,1,37238.75,629.5,54.99
Creeper World 4,0.00,12/3/2020,"Knuckle Cracker,","Knuckle Cracker,",86,38,95,2173,Wargame,2,0,1,0,0,0,0,0,2725.666667,23,33.32666667
FINAL FANTASY IX,20.99,4/14/2016,"Square Enix,","Square Enix,",96,114,93,6575,JRPG,7,0,1,0,0,0,0,0,4642,75.6,33.38566667
Digimon Story Cyber Sleuth: Complete Edition,49.99,10/17/2019,"BANDAI NAMCO Entertainment Inc.,","h.a.n.d., Inc.,",89,128,91,4385,JRPG,4,0,1,0,0,0,0,0,4642,75.6,33.38566667
Tales of Maj'Eyal,6.99,12/31/2012,"Netcore Games,","Netcore Games,",91,45,95,4035,Traditional,0.512,1,1,1,1,1,1,1,767.1428571,4.928571429,12.98785714
Victoria II,19.99,8/30/2010,"Paradox Interactive,","Paradox Development Studio,",90,259,92,10818,Grand,0,0,1,0,0,0,0,0,20165,294.25,16.24
Fishing: North Atlantic,44.99,10/16/2020,"Misc Games,","Misc Games,",78,33,72,1424,Simulation,12,0,1,0,0,0,0,0,2702.746479,57.28450704,36.66304225
Outward,59.99,3/26/2019,"Prime Matter,","Nine Dots Studio,",70,122,74,13797,RPG,15,0,1,0,0,0,0,0,4388.014535,70.58139535,41.3109593
UNSIGHTED,19.99,9/30/2021,"Humble Games,","Studio Pixel Punk,",0,0,95,152,Action,1.5,0,1,0,0,0,0,0,3264.582596,57.48230088,45.25634218
Pistol Whip,29.99,11/7/2019,"Cloudhead Games ltd.,","Cloudhead Games ltd.,",91,37,93,2494,Action,0.8,0,1,0,0,0,0,0,3264.582596,57.48230088,45.25634218
Bum Simulator,34.98,8/26/2021,"Ragged Games, PlayWay S.A.,","Ragged Games,",88,112,89,863,Simulation,20,0,1,0,0,0,0,0,2702.746479,57.28450704,36.66304225
Danganronpa: Trigger Happy Havoc,29.99,2/18/2016,"Spike Chunsoft Co., Ltd.,","Spike Chunsoft Co., Ltd., Abstraction Games,",95,633,96,19848,Anime,5,1,1,1,1,1,1,1,6264.93617,146.4468085,31.94744681
DYSMANTLE,19.99,11/6/2020,"1N/Atons Ltd,","1N/Atons Ltd,",85,83,92,2491,Early,0.512,0,1,0,0,0,0,0,2148.634615,61.64423077,23.27759615
Return of the Obra Dinn,68.94,10/18/2018,"39N/A9,","Lucas Pope,",95,341,96,13174,Detective,2,1,1,0,1,0,0,0,7035.75,104.9166667,35.73583333
Axis & Allies 1942 Online,1.99,7/31/2019,"Beamdog,","Beamdog,",84,50,76,2581,Early,0.6,1,1,1,1,1,1,1,2148.634615,61.64423077,23.27759615
BioShock™ Remastered,29.99,9/15/2016,"2K, Feral Interactive (Mac),","2K Boston, 2K Australia, Blind Squirrel, Feral Interactive (Mac),",85,740,79,28773,FPS,25,1,1,0,1,0,0,0,25383.08537,530.8170732,72.07170732
The Tenants,44.98,3/25/2021,"Frozen District,","Ancient Forge Studio,",70,102,82,3255,Design,4,0,1,0,0,0,0,0,3052.117647,66.58823529,35.80764706
Age of Empires: Definitive Edition,59.99,8/19/2019,"Xbox Game Studios,","Forgotten Empires, Tantalus,",83,184,82,7612,Strategy,20,0,1,0,0,0,0,0,4109.025381,81.53553299,41.05142132
Monster Crown,39.99,7/31/2020,"SOEDESCO ,","Studio Aurum,",73,49,87,319,Turn-Based,2,1,1,1,1,1,1,1,8875.321429,100.9285714,34.53535714
Plants vs. Zombies: Battle for Neighborville™,39.99,10/18/2019,"Electronic Arts,","PopCap,",78,82,72,4099,Third-Person,15,0,1,0,0,0,0,0,23202.2,328.8,24.99
Session: Skateboarding Sim Game,59.99,9/17/2019,"Nacon,","crea-ture Studios Inc.,",87,65,86,6360,Sports,11,0,1,0,0,0,0,0,2365.833333,70.66666667,42.68636364
Secret Neighbor: Hello Neighbor Multiplayer,14.99,10/24/2019,"tinyBuild,","Hologryph, Eerie Guest Studios,",91,146,89,9044,Horror,5,0,1,0,0,0,0,0,9720.064,250.024,25.10824
Danganronpa V3: Killing Harmony,29.99,9/26/2017,"Spike Chunsoft Co., Ltd.,","Spike Chunsoft Co., Ltd.,",83,331,86,12459,Visual,26,0,1,0,0,0,0,0,1387.811321,32.50943396,30.06169811
Lost Ark Platinum Founder's Pack,99.99,3/31/2022,N/A,N/A,0,0,0,0,N/A,0,0,0,0,0,0,0,0,1.719557196,0.070110701,30.50527675
Project Wingman,39.99,12/1/2020,"Sector D2, Humble Games,","Sector D2,",94,187,94,7110,Flight,16,0,1,0,0,0,0,0,5897.9,70.6,24.09
Layers of Fear,19.99,2/15/2016,"Aspyr,","Bloober Team SA,",88,110,91,10310,Horror,5,1,1,1,1,1,1,1,9720.064,250.024,25.10824
Euro Truck Simulator 2,19.99,10/18/2012,"SCS Software,","SCS Software,",97,6403,97,357414,Transportation,0,1,1,1,1,1,1,1,357414,6403,19.99
868-HACK,5.65,1/27/2015,"Michael Brough,","Michael Brough,",0,0,94,77,Strategy,27,1,1,0,1,0,0,0,4109.025381,81.53553299,41.05142132
STAR WARS™ - Knights of the Old Republic™,9.99,11/19/2003,"LucasArts, Aspyr (Mac), Disney, Lucasfilm,","BioWare, Aspyr (Mac),",93,259,90,20637,RPG,0,1,1,0,1,0,0,0,4388.014535,70.58139535,41.3109593
The Last Campfire,14.99,10/7/2021,"Hello Games,","Hello Games,",0,0,98,320,Adventure,3,0,1,0,0,0,0,0,1660.002024,30.6437247,53.61291498
Town of Salem,4.99,12/15/2014,"BlankMediaGames,","BlankMediaGames,",90,199,89,27591,Multiplayer,3,1,1,0,1,0,0,0,24488.5814,437.1395349,52.09069767
Calico,11.99,12/15/2020,"Whitethorn Digital, Maple Whispering Limited,","Peachy Keen Games,",87,49,90,1624,Casual,0.5,1,1,0,1,0,0,0,591.1660777,19.47349823,25.58780919
Wobbledogs,14.99,1/28/2021,"Secret Mode,","Animal Uprising,",10,72,98,1006,Dog,2,1,1,0,1,0,0,0,4641.5,34.5,543.545
Frostpunk,29.99,4/24/2018,"11 bit studios,","11 bit studios,",93,961,91,58774,Survival,8,1,1,0,1,0,0,0,59503.38889,847.0740741,34.16833333
Rival Stars Horse Racing: Desktop Edition,39.99,6/24/2020,"PikPok,","PikPok,",89,73,89,1094,Racing,3,1,1,0,1,0,0,0,4392.66055,184.4678899,30.58091743
This Land Is My Land,29.99,11/20/2019,"Game-Labs,","Game-Labs,",78,104,77,1935,Open,12,0,1,0,0,0,0,0,52041.20455,856.2045455,31.81897727
ShellShock Live,6.99,5/22/2020,"kChamp Games,","kChamp Games,",95,262,93,22916,Tanks,0.5,1,1,1,1,1,1,1,9443,131.6666667,21.32
Clustertruck,16.99,9/27/2016,"tinyBuild,","Landfall,",95,124,92,7952,Parkour,0.5,1,1,1,1,1,1,1,10603.4,133.8,31.99
METAL GEAR SOLID V: THE PHANTOM PAIN,19.99,9/1/2015,"Konami Digital Entertainment,","Konami Digital Entertainment,",91,884,90,44796,Stealth,28,0,1,0,0,0,0,0,9300.37037,124.7407407,39.62
Solasta: Crown of the Magister,39.99,5/27/2021,"Tactical Adventures,","Tactical Adventures,",87,257,90,7510,RPG,30,0,1,0,0,0,0,0,4388.014535,70.58139535,41.3109593
Library Of Ruina,24.99,8/10/2021,"ProjectMoon,","ProjectMoon,",93,292,91,9205,Strategy,10,0,1,0,0,0,0,0,4109.025381,81.53553299,41.05142132
JUMP FORCE,59.99,2/14/2019,"BANDAI NAMCO Entertainment,","Spike Chunsoft Co., Ltd.,",77,173,72,11978,Anime,17,0,1,0,0,0,0,0,6264.93617,146.4468085,31.94744681
Ys IX: Monstrum Nox,59.99,7/6/2021,"NIS America, Inc.,","Nihon Falcom, PH3 GmbH, Engine Software BV,",95,60,96,700,JRPG,10,0,1,0,0,0,0,0,4642,75.6,33.38566667
Roundguard,19.99,3/13/2020,"Wonderbelly Games,","Wonderbelly Games,",0,0,82,205,Puzzle,0.3,0,1,0,0,0,0,0,4557.517647,50.68235294,26.37352941
Rain World,19.99,3/28/2017,"Adult Swim Games,","Videocult,",95,69,91,3878,Atmospheric,0,0,1,0,0,0,0,0,9652.3125,98.0625,31.911875
RollerCoaster Tycoon® 2: Triple Thrill Pack,9.99,10/15/2002,"Atari,","Chris Sawyer Productions,",97,37,87,3312,Simulation,2,0,1,0,0,0,0,0,2702.746479,57.28450704,36.66304225
Before Your Eyes,19.99,4/8/2021,"Skybound Games,","GoodbyeWorld Games,",99,246,98,4842,Narrative,5,1,1,0,1,0,0,0,4842,246,19.99
Transcendence,8.99,7/24/2015,"Kronosaur Productions,","Kronosaur Productions,",0,0,92,114,Space,100,0,1,0,0,0,0,0,12894.12903,153.4516129,44.04709677
Prodeus,39.99,11/9/2020,"Humble Games,","Bounding Box Software Inc.,",90,82,96,2528,FPS,4,1,1,0,1,0,0,0,25383.08537,530.8170732,72.07170732
Dishonored®: Death of the Outsider™,59.99,9/14/2017,"Bethesda Softworks,","Arkane Studios,",87,114,86,5726,Stealth,32,0,1,0,0,0,0,0,9300.37037,124.7407407,39.62
Just Shapes & Beats,19.99,5/31/2018,"Berzerk Studio,","Berzerk Studio,",98,259,97,11291,Rhythm,1,1,1,1,1,1,1,1,7485.909091,256.2727273,21.80818182
Cat Goes Fishing,6.99,1/19/2015,N/A,"Cat5Games,",95,187,94,5071,Fishing,15,0,1,0,0,0,0,0,1386.8,41.2,35.39
Kingdoms of Amalur: Re-Reckoning,9.99,9/8/2020,"THQ Nordic,","KAIKO, Big Huge Games, 38 Studios,",80,117,73,3312,RPG,40,0,1,0,0,0,0,0,4388.014535,70.58139535,41.3109593
Sherlock Holmes Chapter One,39.99,11/16/2021,"Frogwares,","Frogwares,",0,0,0,0,Detective,28,0,1,0,0,0,0,0,7035.75,104.9166667,35.73583333
BPM: BULLETS PER MINUTE,29.99,9/15/2020,"Awe Interactive,","Awe Interactive,",86,181,93,6111,Action,14,0,1,0,0,0,0,0,3264.582596,57.48230088,45.25634218
Stick RPG 2: Director's Cut,19.99,4/19/2011,"XGen Studios,","XGen Studios,",0,0,85,545,RPG,100,1,1,0,1,0,0,0,4388.014535,70.58139535,41.3109593
Middle-earth: Shadow of Mordor Game of the Year Edition,59.99,9/30/2014,N/A,N/A,0,0,0,0,N/A,0,0,0,0,0,0,0,0,1.719557196,0.070110701,30.50527675
Lumione,11.99,10/13/2021,"Perfect World Games Singapore Pte Ltd,","Glimmer Studio,",0,0,79,136,Platformer,0,0,1,0,0,0,0,0,8418.444444,98.52777778,25.71722222
Far Cry® Primal,29.99,3/1/2016,"Ubisoft,","Ubisoft,",88,163,83,20216,Open,20,0,1,0,0,0,0,0,52041.20455,856.2045455,31.81897727
SHIPS AT WAR,14.99,8/5/2021,"Golddorf Spieleentwicklung,","Golddorf Spieleentwicklung,",87,16,88,25,Action,1,0,1,0,0,0,0,0,3264.582596,57.48230088,45.25634218
DRAGON BALL FighterZ,49.99,1/26/2018,"BANDAI NAMCO Entertainment,","Arc System Works,",92,580,90,31887,Fighting,6,0,1,0,0,0,0,0,10982.21739,220.2173913,41.51173913
Firefighting Simulator - The Squad,59.99,11/17/2020,"astragon Entertainment,","Chronos Unterhaltungssoftware,",61,72,82,2532,Simulation,25,0,1,0,0,0,0,0,2702.746479,57.28450704,36.66304225
Talisman: Digital Edition,19.99,2/25/2014,"Nomad Games,","Nomad Games,",84,39,79,3904,Board,0.6,1,1,0,1,0,0,0,2119.117647,26.41176471,17.81352941
Blood Bowl 2 - Legendary Edition,54.99,9/5/2017,N/A,N/A,0,0,0,0,N/A,0,0,0,0,0,0,0,0,1.719557196,0.070110701,30.50527675
WWE 2K2N/A,59.99,10/21/2019,"2K,","Visual Concepts,",54,99,43,3287,Sports,50,0,1,0,0,0,0,0,2365.833333,70.66666667,42.68636364
Virtual Desktop,34.99,3/31/2016,"Guy Godin,","Guy Godin,",0,0,71,1575,VR,0.7,0,1,0,0,0,0,0,3732.898305,67.79661017,29.26067797
Haunt Chaser,29.99,10/6/2021,"Clock Wizard Games,","Clock Wizard Games,",67,40,82,268,Online,12,0,1,0,0,0,0,0,1368.375,47,32.36125
Blasphemous,109.95,9/10/2019,"Team17,","The Game Kitchen,",90,471,90,12839,Metroidvania,4,1,1,1,1,1,1,1,9198.259259,217.8518519,28.65333333
Command & Conquer: Red Alert 3,19.99,10/28/2008,"Electronic Arts,","EA Los Angeles,",86,75,84,8719,Strategy,0,0,1,0,0,0,0,0,4109.025381,81.53553299,41.05142132
Heroes of Hammerwatch,19.99,3/1/2018,"Crackshell, Surefire.Games,","Crackshell,",90,53,89,5225,Roguelite,0.5,0,1,1,0,0,1,0,8036.8,158.6,17.39066667
In Sound Mind,14.99,9/28/2021,"Modus Games,","We Create Stuff,",0,0,94,301,Horror,20,0,1,0,0,0,0,0,9720.064,250.024,25.10824
Ultimate General: Civil War,29.99,7/14/2017,"Game-Labs,","Game-Labs,",87,70,89,5761,Strategy,2,1,1,0,1,0,0,0,4109.025381,81.53553299,41.05142132
Shovel Knight: Treasure Trove,39.99,6/26/2014,"Yacht Club Games,","Yacht Club Games,",97,38,96,11329,Platformer,0.25,1,1,1,1,1,1,1,8418.444444,98.52777778,25.71722222
The Great Ace Attorney Chronicles,29.99,7/27/2021,"CAPCOM Co., Ltd.,","CAPCOM Co., Ltd.,",95,172,95,1115,Adventure,7,0,1,0,0,0,0,0,1660.002024,30.6437247,53.61291498
Agatha Christie - Hercule Poirot: The First Cases,39.99,9/27/2021,"Microids,","Blazing Griffin,",0,0,82,165,Adventure,0,1,1,0,1,0,0,0,1660.002024,30.6437247,53.61291498
Empyrion - Galactic Survival,29.99,8/5/2020,"Eleon Game Studios,","Eleon Game Studios,",76,245,81,22329,Exploration,10,0,1,0,0,0,0,0,2061.117647,94.35294118,22.31352941
A Total War Saga: THRONES OF BRITANNIA,59.99,5/3/2018,"SEGA, Feral Interactive (Mac), Feral Interactive (Linux),","CREATIVE ASSEMBLY, Feral Interactive (Mac), Feral Interactive (Linux),",73,119,67,9084,Strategy,30,1,1,1,1,1,1,1,4109.025381,81.53553299,41.05142132
Fast and Low,20.99,6/20/2019,"Urban Giraffe Games Inc.,","Urban Giraffe Games Inc.,",73,15,80,294,Online,2,0,1,0,0,0,0,0,1368.375,47,32.36125
The Universim,29.99,8/1/2018,"Crytivo,","Crytivo,",92,42,81,4809,Early,20,1,1,1,1,1,1,1,2148.634615,61.64423077,23.27759615
"Warhammer 4N/A,N/AN/AN/A: Dawn of War III",39.99,4/27/2017,"SEGA, Feral Interactive (Mac), Feral Interactive (Linux),","Relic Entertainment, Feral Interactive (Mac), Feral Interactive (Linux),",57,154,48,10955,Warhammer,50,1,1,1,1,1,1,1,7231.125,148.375,37.49
Luck be a Landlord,24.99,1/8/2021,"TrampolineTales,","TrampolineTales,",94,166,92,3638,Roguelike,100,1,1,1,1,1,1,1,6308.1,88.43333333,20.75666667
Maid of Sker,24.99,7/28/2020,"Wales Interactive,","Wales Interactive,",75,24,81,607,Adventure,15,0,1,0,0,0,0,0,1660.002024,30.6437247,53.61291498
Changed,5.99,4/4/2018,"DragonSnow,","DragonSnow,",91,215,92,6114,Cute,0,0,1,0,0,0,0,0,10469.72727,242.8181818,18.99
SPORE™ Galactic Adventures,29.99,6/23/2009,"Electronic Arts,","EA - Maxis,",84,83,86,4432,Simulation,0,0,1,0,0,0,0,0,2702.746479,57.28450704,36.66304225
POPULATION: ONE,49.99,10/22/2020,"BigBox VR, Inc.,","BigBox VR, Inc.,",60,28,86,1732,Action,8,0,1,0,0,0,0,0,3264.582596,57.48230088,45.25634218
Dead Space™ 3,19.99,2/5/2013,"Electronic Arts,","Visceral Games,",73,283,78,4513,Action,10,0,1,0,0,0,0,0,3264.582596,57.48230088,45.25634218
MudRunner - American Wilds Edition,24.99,10/23/2018,N/A,N/A,0,0,0,0,N/A,0,0,0,0,0,0,0,0,1.719557196,0.070110701,30.50527675
ToeJam & Earl: Back in the Groove!,14.99,3/1/2019,"HumaNature Studios,","HumaNature Studios,",61,13,90,530,Adventure,3,1,1,1,1,1,1,1,1660.002024,30.6437247,53.61291498
Mad Max,19.99,9/1/2015,"Warner Bros. Games, Warner Bros. Interactive Entertainment,","Avalanche Studios,",93,687,90,37244,Open,32,0,1,0,0,0,0,0,52041.20455,856.2045455,31.81897727
Fun with Ragdolls: The Game,14.99,9/17/2019,"Jadon Barnes,","Jadon Barnes,",95,61,91,2424,Funny,0.2,1,1,0,1,0,0,0,6751.764706,125.3529412,21.40176471
Gamedec,39.99,9/16/2021,"Anshar Publishing,","Anshar Studios,",0,0,85,319,CRPG,17,0,1,0,0,0,0,0,1140.090909,278.9090909,21.80818182
Muv-Luv Alternative (マブラヴ オルタネイティヴ),59.99,9/18/2017,"aNCHOR Inc.,","aNCHOR Inc.,",10,43,96,1163,Visual,4,0,1,0,0,0,0,0,1387.811321,32.50943396,30.06169811
Brutal Legend,14.99,2/26/2013,"Double Fine Productions,","Double Fine Productions,",91,69,94,8307,Action,0,1,1,1,1,1,1,1,3264.582596,57.48230088,45.25634218
Steep™,29.99,12/2/2016,"Ubisoft,","Ubisoft Annecy, Ubisoft Montpellier, Ubisoft Kiev,",90,153,81,17944,Sports,25,0,1,0,0,0,0,0,2365.833333,70.66666667,42.68636364
City Car Driving,24.99,11/3/2016,"Forward Global Group, Ltd.,","Forward Development, Ltd.,",85,317,80,11663,Simulation,10,0,1,0,0,0,0,0,2702.746479,57.28450704,36.66304225
Duck Game,12.99,6/4/2015,"Adult Swim Games,","Landon Podbielski,",97,154,97,20056,Multiplayer,0.15,0,1,0,0,0,0,0,24488.5814,437.1395349,52.09069767
Dead Island Definitive Edition,29.99,5/31/2016,"Deep Silver,","Techland,",83,137,80,10126,Zombies,10,0,1,1,0,0,1,0,25623.46429,359.8928571,89.56321429
Drake Hollow,29.99,10/1/2020,"Curve Digital,","The Molasses Flood,",0,0,80,790,Open,7,0,1,0,0,0,0,0,52041.20455,856.2045455,31.81897727
Call of Duty®: Modern Warfare® Remastered,1069.60,7/27/2017,"Activision,","Raven Software, Beenox,",75,91,64,3296,FPS,0,0,1,0,0,0,0,0,25383.08537,530.8170732,72.07170732
NBA 2K21,59.99,9/4/2020,"2K,","Visual Concepts,",53,370,41,27011,Basketball,0.11,0,1,0,0,0,0,0,27011,370,59.99
